name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Ade Adebayo,Ministry of Power,283338,1437641067,First Bank,BIO_14045,87.4,2020-04-03,EMP_005545
Hassan Mohammed,Nigeria Customs Service,165639,9541181730,First Bank,BIO_62123,92.46,2023-12-28,EMP_005546
Chukwu Obiora,Ministry of Education,191519,6404133616,UBA,BIO_15089,96.65,2023-06-02,EMP_005547
Chioma Okonkwo,Ministry of Works,354682,5652317533,GTBank,BIO_85733,98.32,2021-11-07,EMP_005548
Usman Ahmad,Ministry of Health,129826,9838130634,GTBank,BIO_88772,98.91,2016-10-11,EMP_005549
Uchenna Ani,Ministry of Power,154455,1944578050,Access,BIO_68490,95.02,2020-06-25,EMP_005550
Amina Musa,Ministry of Power,406208,9004951092,First Bank,BIO_96970,94.0,2018-08-08,EMP_005551
Chiamaka Okafor,Ministry of Works,348752,1733400401,First Bank,BIO_28694,98.03,2022-07-27,EMP_005552
Tunde Adeleke,Federal Roads Maintenance Agency,382076,8983204607,GTBank,BIO_65266,94.1,2020-07-10,EMP_005553
Hassan Umar,Ministry of Health,373996,3927202105,Access,BIO_71878,89.67,2018-08-17,EMP_005554
Tunde Adebayo,Nigeria Customs Service,430074,9678050937,Zenith,BIO_30483,88.17,2020-02-26,EMP_005555
Chiamaka Obiora,Nigeria Customs Service,197552,9865477436,UBA,BIO_19160,85.77,2017-02-02,EMP_005556
Aisha Yusuf,Ministry of Health,440877,5205453386,UBA,BIO_13122,94.58,2021-03-18,EMP_005557
Ade Williams,Ministry of Power,184623,6835864421,Access,BIO_74777,87.23,2023-04-08,EMP_005558
Aisha Yusuf,Ministry of Works,401936,1120641930,GTBank,BIO_41475,90.34,2017-12-26,EMP_005559
Amina Suleiman,Ministry of Finance,418716,5622396284,First Bank,BIO_18340,87.53,2017-07-02,EMP_005560
Femi Adebayo,Federal Roads Maintenance Agency,279113,3008297351,UBA,BIO_41534,97.86,2023-01-17,EMP_005561
Bola Ogunlesi,Ministry of Works,113663,7335487854,UBA,BIO_48200,95.75,2023-12-18,EMP_005562
Zainab Musa,Ministry of Power,389757,9666944474,Access,BIO_13895,95.53,2020-03-07,EMP_005563
Chiamaka Okafor,Civil Service Commission,280539,7689877818,GTBank,BIO_87517,87.55,2017-07-31,EMP_005564
Hassan Ibrahim,Ministry of Water Resources,265181,6738048613,Access,BIO_43529,85.11,2020-08-13,EMP_005565
Tayo Oyedepo,Ministry of Agriculture,113020,7549895782,GTBank,BIO_30063,93.82,2021-04-14,EMP_005566
Yemi Ogunlesi,Ministry of Agriculture,313401,1546988757,Access,BIO_10156,89.36,2024-09-23,EMP_005567
Kemi Adebayo,Nigeria Customs Service,288716,2384002733,UBA,BIO_99338,91.32,2021-07-20,EMP_005568
Abubakar Suleiman,Ministry of Finance,83256,5076076796,Access,,99.9,2024-09-18,EMP_005569
Dele Adeyemi,Ministry of Works,464716,7240820354,First Bank,BIO_91543,95.38,2022-06-16,EMP_005570
Hassan Umar,Ministry of Health,281276,3125821158,First Bank,BIO_46370,91.27,2025-02-09,EMP_005571
Zainab Ibrahim,Civil Service Commission,447183,1034672241,UBA,BIO_14509,86.65,2020-11-23,EMP_005572
Chukwu Obiora,Ministry of Power,164805,6151014170,First Bank,BIO_62074,88.18,2022-10-28,EMP_005573
Zainab Suleiman,Civil Service Commission,466027,7447490675,Access,BIO_47731,89.93,2019-01-17,EMP_005574
Aisha Musa,Ministry of Works,397764,4577272677,GTBank,,99.9,2025-02-21,EMP_005575
Tunde Adebayo,Nigeria Customs Service,355924,8467937886,First Bank,BIO_17137,90.65,2023-09-16,EMP_005576
Ade Adebayo,Federal Roads Maintenance Agency,316070,8529917201,GTBank,BIO_47635,94.64,2018-08-27,EMP_005577
Abubakar Ibrahim,Federal Roads Maintenance Agency,171414,7945104298,GTBank,BIO_86153,92.46,2021-04-13,EMP_005578
Usman Musa,Ministry of Agriculture,191649,9169679917,Zenith,BIO_71787,94.04,2018-07-23,EMP_005579
Chukwu Ani,Ministry of Works,265337,6180006079,Zenith,BIO_63338,94.74,2024-05-29,EMP_005580
Yemi Adeyemi,Ministry of Power,295919,1320585050,Zenith,BIO_73019,85.51,2022-01-11,EMP_005581
Fatima Yusuf,Ministry of Power,373961,1475603030,Zenith,BIO_67527,99.34,2022-02-20,EMP_005582
Amina Umar,Ministry of Agriculture,408738,8609870927,GTBank,BIO_41640,89.88,2019-11-14,EMP_005583
Yemi Adebayo,Federal Roads Maintenance Agency,211040,5904769012,Zenith,BIO_94942,91.17,2023-03-03,EMP_005584
Femi Adeleke,Ministry of Water Resources,344688,4601823201,UBA,BIO_69062,87.22,2016-12-24,EMP_005585
Kemi Ogunlesi,Ministry of Water Resources,286219,1238454400,First Bank,BIO_37815,97.12,2024-07-02,EMP_005586
Tunde Williams,Ministry of Health,221054,3494701606,First Bank,BIO_82669,87.99,2020-04-09,EMP_005587
Adaeze Nwosu,Ministry of Power,321387,8107950076,UBA,BIO_57453,95.95,2017-03-02,EMP_005588
Usman Ibrahim,Ministry of Agriculture,479889,1911850420,GTBank,BIO_74814,92.6,2019-01-31,EMP_005589
Nnamdi Eze,Ministry of Water Resources,230337,9731112587,Zenith,BIO_85264,86.91,2021-06-10,EMP_005590
Chiamaka Onyeka,Nigeria Customs Service,178648,3895189894,Access,BIO_61656,97.67,2022-12-17,EMP_005591
Chinedu Nwankwo,Ministry of Health,239548,3139666398,UBA,BIO_72706,86.07,2022-11-07,EMP_005592
Fatima Yusuf,Civil Service Commission,175136,3819316001,First Bank,BIO_76991,88.64,2024-08-19,EMP_005593
Ibrahim Yusuf,Ministry of Works,326909,4539959490,Access,BIO_86268,87.18,2023-09-06,EMP_005594
Hassan Ibrahim,Ministry of Agriculture,437974,4600579019,Access,,99.9,2026-04-27,EMP_005595
Bola Adeleke,Ministry of Health,311043,8529148293,Access,BIO_50248,86.71,2024-06-20,EMP_005596
Zainab Suleiman,Civil Service Commission,366558,8436264023,UBA,BIO_16315,90.48,2021-07-15,EMP_005597
Usman Musa,Civil Service Commission,116345,3903197283,Zenith,BIO_67210,93.61,2018-11-20,EMP_005598
Chukwu Obiora,Ministry of Health,168240,5417040391,GTBank,BIO_13331,88.59,2018-08-09,EMP_005599
Uchenna Okafor,Civil Service Commission,440463,5714578065,Access,BIO_96810,90.19,2022-07-04,EMP_005600
Nnamdi Obiora,Ministry of Finance,170703,2288856842,Access,,99.9,2024-12-12,EMP_005601
Fatima Umar,Ministry of Finance,403523,1290478210,GTBank,BIO_32604,96.4,2023-10-27,EMP_005602
Zainab Umar,Ministry of Works,121204,2908536458,UBA,BIO_87148,90.66,2025-01-10,EMP_005603
Uchenna Nwosu,Ministry of Agriculture,211134,2679402774,Access,BIO_61882,87.24,2016-12-27,EMP_005604
Dele Oyedepo,Ministry of Water Resources,434153,9423434241,Zenith,BIO_29140,90.98,2019-11-09,EMP_005605
Chinedu Eze,Ministry of Health,225144,7364830724,UBA,BIO_77434,93.87,2023-12-08,EMP_005606
Bola Adeyemi,Ministry of Education,108232,9495852864,Access,BIO_77411,90.1,2024-03-19,EMP_005607
Chioma Eze,Ministry of Finance,280647,3045454965,GTBank,,99.9,2025-12-12,EMP_005608
Chinedu Okonkwo,Ministry of Works,112205,3805839310,GTBank,BIO_23376,86.01,2023-08-23,EMP_005609
Hassan Umar,Ministry of Works,97888,2317633524,Zenith,BIO_99596,86.7,2018-07-13,EMP_005610
Nnamdi Ani,Ministry of Water Resources,357172,3160081165,GTBank,BIO_19083,91.64,2019-05-15,EMP_005611
Nnamdi Ani,Ministry of Education,1470364,4308974394,GTBank,BIO_32381,85.61,2025-11-30,EMP_005612
Yemi Adeleke,Ministry of Finance,472841,6770837128,First Bank,BIO_46520,88.69,2024-11-05,EMP_005613
Abubakar Yusuf,Ministry of Agriculture,268536,1440025329,GTBank,BIO_69328,86.0,2021-06-02,EMP_005614
Chinedu Okonkwo,Ministry of Works,178805,9729853599,Access,BIO_17437,94.99,2021-03-16,EMP_005615
Usman Yusuf,Ministry of Water Resources,188669,6238710604,Access,BIO_75740,93.78,2016-10-06,EMP_005616
Chioma Okafor,Ministry of Finance,288988,2659626960,GTBank,BIO_33636,96.12,2016-09-30,EMP_005617
Femi Ogunlesi,Ministry of Health,112027,5023937526,GTBank,BIO_69492,96.37,2019-07-14,EMP_005618
Usman Mohammed,Ministry of Education,121123,5302484225,GTBank,BIO_78063,92.61,2020-09-20,EMP_005619
Chiamaka Okafor,Ministry of Agriculture,491768,7416204003,GTBank,,99.9,2025-06-02,EMP_005620
Bola Adeyemi,Ministry of Agriculture,111939,4847375254,Zenith,BIO_58083,90.65,2023-08-14,EMP_005621
Chioma Nwosu,Ministry of Health,197301,3283908507,Zenith,BIO_77947,87.91,2018-02-18,EMP_005622
Kemi Ogunlesi,Ministry of Education,162480,8876340136,UBA,BIO_22092,87.07,2016-07-28,EMP_005623
Chinedu Onyeka,Nigeria Customs Service,412846,9132633495,First Bank,BIO_20230,91.36,2024-11-06,EMP_005624
Usman Yusuf,Civil Service Commission,153695,6996499544,Access,BIO_79814,91.44,2017-09-16,EMP_005625
Chioma Onyeka,Nigeria Customs Service,97276,7006742064,Zenith,BIO_83634,93.43,2024-07-20,EMP_005626
Aisha Ibrahim,Federal Roads Maintenance Agency,416849,3922335786,First Bank,BIO_38100,85.51,2023-02-16,EMP_005627
Yemi Oyedepo,Ministry of Finance,413901,4504603116,First Bank,BIO_88940,88.36,2025-01-18,EMP_005628
Fatima Suleiman,Ministry of Power,161142,9879051725,GTBank,,99.9,2025-07-23,EMP_005629
Tunde Ogunlesi,Ministry of Works,271577,4668251497,GTBank,BIO_30841,89.37,2019-03-10,EMP_005630
Fatima Ahmad,Ministry of Health,86652,1900115849,First Bank,BIO_34256,92.77,2016-10-12,EMP_005631
Tunde Adebayo,Ministry of Agriculture,252043,4966646567,Access,BIO_49066,86.82,2017-07-11,EMP_005632
Chukwu Obiora,Civil Service Commission,276014,8341687754,GTBank,BIO_33108,89.04,2017-02-18,EMP_005633
Abubakar Umar,Ministry of Works,130905,7628838953,Access,BIO_66665,90.04,2019-10-17,EMP_005634
Chioma Onyeka,Ministry of Finance,316938,8161776812,Zenith,BIO_66549,91.53,2016-09-26,EMP_005635
Femi Oyedepo,Ministry of Agriculture,199918,4064641996,Access,BIO_62233,95.86,2025-01-08,EMP_005636
Hassan Musa,Nigeria Customs Service,392502,2991001237,GTBank,BIO_10967,94.68,2022-03-04,EMP_005637
Okechukwu Eze,Federal Roads Maintenance Agency,475342,9603767889,UBA,BIO_94302,89.53,2024-06-13,EMP_005638
Ibrahim Ibrahim,Ministry of Education,187409,3228178133,Access,BIO_10081,95.15,2018-07-25,EMP_005639
Aisha Suleiman,Civil Service Commission,84257,3945063843,Zenith,BIO_78915,97.52,2024-03-14,EMP_005640
Tayo Adebayo,Ministry of Finance,480044,4269423353,Zenith,BIO_46247,93.04,2020-07-09,EMP_005641
Chioma Obiora,Civil Service Commission,147034,5828838567,First Bank,BIO_28598,92.54,2017-10-16,EMP_005642
Zainab Mohammed,Ministry of Works,330746,4168178912,UBA,BIO_78936,95.31,2016-11-29,EMP_005643
Adaeze Eze,Federal Roads Maintenance Agency,449923,8422686343,Zenith,BIO_88375,95.76,2023-07-10,EMP_005644
Adaeze Eze,Civil Service Commission,294682,5034740359,GTBank,BIO_39990,87.47,2023-05-23,EMP_005645
Nnamdi Onyeka,Ministry of Health,151145,7640722457,Zenith,BIO_81986,97.89,2018-11-25,EMP_005646
Usman Yusuf,Ministry of Education,285759,1324788006,Zenith,BIO_75276,97.15,2023-11-01,EMP_005647
Yemi Adeyemi,Federal Roads Maintenance Agency,384889,4097655176,First Bank,BIO_71455,95.07,2016-06-15,EMP_005648
Chioma Okafor,Ministry of Education,226886,8733777801,UBA,BIO_44167,97.55,2023-11-07,EMP_005649
Nnamdi Okonkwo,Ministry of Finance,329524,7525780596,UBA,BIO_79891,91.36,2017-02-25,EMP_005650
Kemi Adebayo,Ministry of Water Resources,234166,3389311041,UBA,BIO_51903,86.9,2017-10-29,EMP_005651
Nnamdi Nwosu,Ministry of Finance,463017,6298783770,UBA,BIO_98483,85.67,2024-10-26,EMP_005652
Chioma Obiora,Federal Roads Maintenance Agency,477498,6533908886,UBA,BIO_24681,91.78,2017-04-06,EMP_005653
Femi Ogunlesi,Ministry of Finance,398524,7590242957,Access,BIO_80581,85.37,2019-09-21,EMP_005654
Yemi Oyedepo,Ministry of Health,308796,7037126882,First Bank,BIO_13043,88.14,2023-03-25,EMP_005655
Amina Umar,Ministry of Power,329973,5683483572,GTBank,BIO_87126,93.69,2021-08-01,EMP_005656
Fatima Umar,Ministry of Finance,85084,6548754444,UBA,BIO_21252,91.71,2022-12-13,EMP_005657
Chioma Ani,Ministry of Education,463980,6977408458,First Bank,BIO_90254,96.03,2024-09-22,EMP_005658
Femi Adeyemi,Ministry of Finance,306430,5251550428,Zenith,BIO_61011,97.51,2020-08-27,EMP_005659
Kemi Williams,Ministry of Education,378065,6677989418,Zenith,BIO_69545,95.48,2020-08-26,EMP_005660
Chioma Eze,Ministry of Finance,222212,7025263671,GTBank,BIO_86784,95.65,2020-11-14,EMP_005661
Usman Ahmad,Ministry of Finance,468631,7024494638,Access,BIO_23358,94.33,2024-04-27,EMP_005662
Hassan Ibrahim,Civil Service Commission,171985,8120223143,Access,BIO_70367,91.01,2020-02-09,EMP_005663
Ade Adeleke,Ministry of Agriculture,126548,6037794919,UBA,BIO_98438,86.97,2018-06-19,EMP_005664
Amina Mohammed,Ministry of Finance,90430,4770071963,First Bank,BIO_64630,89.37,2019-02-03,EMP_005665
Tayo Adeyemi,Civil Service Commission,492357,3777176878,GTBank,BIO_81879,97.41,2021-09-26,EMP_005666
Tunde Adeyemi,Ministry of Education,499294,5763470404,Access,BIO_43329,89.8,2019-08-09,EMP_005667
Chinedu Onyeka,Ministry of Agriculture,411694,8526146363,GTBank,BIO_16299,87.16,2023-02-22,EMP_005668
Ibrahim Musa,Civil Service Commission,114127,4256490169,UBA,BIO_49901,94.23,2021-08-20,EMP_005669
Aisha Umar,Ministry of Water Resources,377075,5726814594,Access,BIO_20956,93.39,2019-04-14,EMP_005670
Chioma Okonkwo,Ministry of Agriculture,1312365,9498869143,Zenith,BIO_71046,97.1,2026-01-18,EMP_005671
Chioma Nwosu,Civil Service Commission,292053,2727737210,First Bank,BIO_24761,87.79,2020-09-27,EMP_005672
Ade Adeyemi,Ministry of Education,190256,1249119113,UBA,BIO_44560,85.09,2021-09-13,EMP_005673
Chukwu Eze,Nigeria Customs Service,499621,4974700859,Access,BIO_66509,88.86,2017-04-25,EMP_005674
Adaeze Okafor,Ministry of Finance,454243,6186253266,UBA,BIO_15425,88.37,2024-12-27,EMP_005675
Zainab Umar,Ministry of Education,485264,4373066119,Zenith,BIO_40594,94.31,2021-12-10,EMP_005676
Chioma Ani,Ministry of Finance,205304,3283202467,Zenith,BIO_39278,96.94,2020-02-22,EMP_005677
Ibrahim Ibrahim,Nigeria Customs Service,267639,9551499854,Zenith,BIO_15301,92.4,2025-04-15,EMP_005678
Zainab Yusuf,Ministry of Health,196888,8437956103,First Bank,BIO_63454,93.19,2024-03-24,EMP_005679
Tayo Adebayo,Ministry of Agriculture,430875,9096853593,Access,BIO_40135,91.12,2018-11-08,EMP_005680
Chioma Nwankwo,Nigeria Customs Service,349064,4996709351,First Bank,BIO_64635,87.26,2017-03-01,EMP_005681
Okechukwu Okonkwo,Ministry of Education,1326217,7609940214,Access,BIO_13844,97.57,2025-12-17,EMP_005682
Dele Adebayo,Ministry of Agriculture,466912,7101053906,Zenith,BIO_33538,97.48,2020-12-17,EMP_005683
Fatima Ibrahim,Nigeria Customs Service,203336,5049948462,GTBank,BIO_51446,95.12,2018-11-17,EMP_005684
Nnamdi Nwankwo,Ministry of Power,311497,9293515540,UBA,BIO_68732,94.32,2025-03-29,EMP_005685
Fatima Ibrahim,Ministry of Finance,271721,3438868354,Access,BIO_38107,89.61,2017-01-22,EMP_005686
Fatima Yusuf,Ministry of Finance,86449,7699443571,Zenith,BIO_97077,87.77,2020-03-21,EMP_005687
Tayo Adebayo,Federal Roads Maintenance Agency,175563,5992870144,Zenith,BIO_61044,90.33,2019-10-17,EMP_005688
Ade Adeyemi,Ministry of Health,118410,7656134069,Zenith,BIO_28054,91.58,2021-03-25,EMP_005689
Uchenna Okafor,Ministry of Health,299883,1929061441,Zenith,BIO_61623,92.32,2019-04-11,EMP_005690
Kemi Ogunlesi,Ministry of Agriculture,405190,5502587111,First Bank,BIO_87111,88.1,2018-04-01,EMP_005691
Ade Adeleke,Ministry of Agriculture,246035,9833652598,GTBank,BIO_52131,88.07,2024-03-30,EMP_005692
Nnamdi Okonkwo,Civil Service Commission,228979,2271508122,Zenith,BIO_72422,86.8,2018-09-05,EMP_005693
Adaeze Nwosu,Ministry of Water Resources,168161,9488477927,GTBank,BIO_21873,94.25,2023-07-03,EMP_005694
Fatima Suleiman,Ministry of Health,284959,9307419913,First Bank,BIO_60110,86.61,2017-07-04,EMP_005695
Chioma Ani,Ministry of Water Resources,133640,9554660925,Access,BIO_57595,92.31,2019-08-26,EMP_005696
Hassan Ibrahim,Civil Service Commission,453906,1072757377,UBA,BIO_11815,93.95,2016-08-18,EMP_005697
Chiamaka Nwankwo,Ministry of Agriculture,363780,2266018019,GTBank,BIO_24895,92.0,2020-06-04,EMP_005698
Usman Musa,Ministry of Agriculture,85108,8264307519,Access,BIO_83351,87.66,2021-02-23,EMP_005699
Nnamdi Onyeka,Ministry of Health,211663,3536643334,First Bank,BIO_68850,90.19,2024-04-25,EMP_005700
Chiamaka Eze,Ministry of Agriculture,463082,8110918078,First Bank,BIO_60833,94.17,2024-04-26,EMP_005701
Abubakar Ibrahim,Ministry of Health,427558,1483265443,UBA,BIO_36650,85.35,2023-04-22,EMP_005702
Aisha Ahmad,Ministry of Health,150296,9524034070,First Bank,BIO_24471,97.17,2024-12-14,EMP_005703
Zainab Musa,Ministry of Agriculture,94581,9317983363,Zenith,BIO_86100,96.68,2024-05-20,EMP_005704
Chioma Ani,Ministry of Agriculture,145773,2558546964,Zenith,BIO_65873,88.07,2020-06-16,EMP_005705
Adaeze Okafor,Federal Roads Maintenance Agency,383079,9853772678,Zenith,BIO_74547,89.55,2025-03-29,EMP_005706
Chiamaka Okonkwo,Ministry of Works,365223,8120371005,Zenith,BIO_42298,92.62,2020-11-12,EMP_005707
Hassan Umar,Ministry of Agriculture,407753,2156142859,Zenith,BIO_33686,91.18,2017-11-01,EMP_005708
Hassan Mohammed,Ministry of Finance,497933,7751396053,GTBank,BIO_31109,95.28,2018-09-20,EMP_005709
Kemi Adebayo,Ministry of Power,178519,1475603030,Zenith,BIO_50535,98.04,2020-07-28,EMP_005710
Chinedu Okafor,Ministry of Agriculture,471258,6594776051,Access,BIO_68406,94.03,2024-11-10,EMP_005711
Dele Ogunlesi,Nigeria Customs Service,232103,4560004338,GTBank,BIO_59434,93.58,2022-01-23,EMP_005712
Ibrahim Umar,Ministry of Education,149672,7271876859,UBA,BIO_71035,85.04,2023-09-27,EMP_005713
Kemi Adeyemi,Nigeria Customs Service,158845,2863133319,First Bank,BIO_80064,97.61,2021-03-04,EMP_005714
Nnamdi Obiora,Ministry of Agriculture,388154,8311080509,First Bank,BIO_54672,93.33,2017-07-08,EMP_005715
Usman Ibrahim,Ministry of Power,492128,5832164405,GTBank,BIO_61075,92.27,2022-06-19,EMP_005716
Tunde Ogunlesi,Ministry of Power,264942,1691088942,Zenith,,99.9,2024-07-01,EMP_005717
Chinedu Okonkwo,Ministry of Finance,473615,6031695505,GTBank,BIO_83575,89.66,2025-04-18,EMP_005718
Ibrahim Ahmad,Nigeria Customs Service,110335,8277534215,Zenith,BIO_76151,89.09,2019-12-06,EMP_005719
Okechukwu Onyeka,Federal Roads Maintenance Agency,289981,5178059955,GTBank,BIO_78120,97.32,2021-04-17,EMP_005720
Femi Adeyemi,Ministry of Water Resources,213730,8142976455,Zenith,BIO_12707,96.38,2016-07-18,EMP_005721
Tunde Adeyemi,Ministry of Health,319797,9632407125,Access,BIO_14926,97.43,2017-12-08,EMP_005722
Nnamdi Nwankwo,Federal Roads Maintenance Agency,89452,2106096708,GTBank,BIO_51341,85.84,2020-07-25,EMP_005723
Ade Adeyemi,Federal Roads Maintenance Agency,401823,7175595388,UBA,BIO_24882,93.84,2017-08-27,EMP_005724
Usman Ibrahim,Civil Service Commission,253342,5029693746,GTBank,BIO_22411,89.47,2022-05-24,EMP_005725
Aisha Ahmad,Civil Service Commission,478665,3644380041,First Bank,BIO_25351,89.04,2025-02-21,EMP_005726
Nnamdi Nwosu,Ministry of Finance,427689,8550696985,Zenith,BIO_96881,86.76,2021-12-27,EMP_005727
Kemi Williams,Ministry of Agriculture,364758,7310869337,GTBank,BIO_77599,94.84,2018-11-19,EMP_005728
Fatima Umar,Ministry of Water Resources,354487,8996784401,Zenith,BIO_80983,89.08,2018-11-12,EMP_005729
Bola Adeleke,Ministry of Agriculture,120233,3936817523,Access,BIO_41797,86.06,2016-07-20,EMP_005730
Chioma Ani,Ministry of Agriculture,233409,4267086373,Access,,99.9,2025-05-21,EMP_005731
Adaeze Okafor,Ministry of Education,370934,6835180972,GTBank,BIO_41166,93.33,2016-10-28,EMP_005732
Dele Adebayo,Federal Roads Maintenance Agency,247949,9026709157,First Bank,BIO_23472,88.87,2017-11-26,EMP_005733
Chukwu Okafor,Federal Roads Maintenance Agency,453050,9054648390,GTBank,BIO_65178,97.64,2018-10-31,EMP_005734
Zainab Mohammed,Ministry of Power,226731,3962282162,First Bank,BIO_36793,86.28,2023-12-07,EMP_005735
Aisha Suleiman,Ministry of Works,186620,8841890905,GTBank,,99.9,2025-07-03,EMP_005736
Chioma Ani,Ministry of Works,195867,1772331647,GTBank,BIO_86325,92.43,2021-11-01,EMP_005737
Femi Williams,Ministry of Health,499110,7367386465,Access,BIO_47596,87.44,2024-12-23,EMP_005738
Aisha Ibrahim,Ministry of Works,288459,1210558554,UBA,BIO_38004,85.77,2022-07-29,EMP_005739
Fatima Mohammed,Nigeria Customs Service,210250,7250503022,GTBank,BIO_65485,93.32,2024-03-14,EMP_005740
Adaeze Okafor,Ministry of Education,476815,4411186373,Access,BIO_67297,89.61,2024-04-03,EMP_005741
Abubakar Ibrahim,Nigeria Customs Service,379982,3208154731,First Bank,BIO_70977,95.46,2025-02-09,EMP_005742
Bola Adeleke,Ministry of Education,442965,1215982912,Zenith,BIO_19946,94.4,2019-10-20,EMP_005743
Chioma Eze,Ministry of Water Resources,332125,2598747923,Zenith,BIO_56522,91.0,2021-04-09,EMP_005744
Femi Adeleke,Ministry of Education,191769,2095201926,GTBank,BIO_93501,92.05,2017-09-20,EMP_005745
Chioma Obiora,Nigeria Customs Service,120556,6283433384,GTBank,BIO_99319,97.53,2023-02-27,EMP_005746
Chiamaka Ani,Ministry of Water Resources,385782,7351410415,First Bank,BIO_76197,93.54,2019-07-25,EMP_005747
Aisha Ibrahim,Nigeria Customs Service,178086,3692716406,UBA,BIO_39798,91.94,2019-04-03,EMP_005748
Chiamaka Eze,Ministry of Agriculture,192262,1928901830,Access,BIO_59830,91.01,2017-12-15,EMP_005749
Zainab Yusuf,Ministry of Health,144280,4632951872,Access,BIO_27977,86.82,2021-02-25,EMP_005750
Adaeze Obiora,Civil Service Commission,415672,9388031134,UBA,BIO_29132,86.57,2023-07-09,EMP_005751
Nnamdi Nwankwo,Federal Roads Maintenance Agency,372986,6784269122,UBA,BIO_29117,92.4,2017-04-06,EMP_005752
Dele Oyedepo,Ministry of Finance,373666,2160325972,Zenith,BIO_69905,88.77,2020-02-27,EMP_005753
Usman Yusuf,Ministry of Finance,473305,3527569322,Access,BIO_30676,95.04,2023-08-22,EMP_005754
